0.0 2312606.0455021984 1115508.4624774011
1.0000000000005116 2088723.5641994977 1145135.1313735305
2.000000000001023 1876146.4611558423 952742.0401145415
3.0000000000015348 1700162.8078214743 854162.2967768594
4.000000000002046 1523319.7681987712 883897.2285307924
5.000000000002558 1360865.4081311563 728096.1061608263
6.0000000000030695 1224524.4920661715 674483.0675879671
7.000000000003581 1091683.137724407 627803.2329334805
8.000000000004093 981525.7432318729 485207.73594316357
9.000000000004604 887568.1408834782 479408.1858316934
10.000000000005116 795052.5130177735 439041.10887765675
11.000000000005627 716693.8326120534 365800.1536014243
12.000000000006139 645338.374569492 345303.33933929587
13.00000000000665 581281.1984551859 295602.2178714113
14.000000000007162 525084.3359197058 277819.3523625696
15.000000000007674 472110.71515065944 249301.58358647232
16.000000000008185 426431.6484862437 215281.9016426342
17.000000000008697 384921.7263841169 201275.00167011362
18.00000000000921 347455.6003062184 174171.84853121074
19.00000000000972 315707.9633621703 150092.2151783173
20.000000000010232 287209.2282655294 141265.84938837696
21.000000000010033 260204.4088443448 128230.70852990412
22.000000000009123 236333.50821157216 111515.08091707327
23.000000000008214 216223.81972937338 95277.52773800901
24.000000000007304 198984.36492655822 87719.61531220809
25.000000000006395 182269.47611828515 85963.98331853436
26.000000000005485 166893.43182290412 71460.56672180338
27.000000000004576 154537.4003710791 61154.73759267391
28.000000000003666 142732.09148556046 61127.695634404685
29.000000000002757 132060.98451127077 52749.881506917154
30.000000000001847 122935.489687895 42145.49828692747
31.000000000000938 115141.98894195925 39689.6870248211
32.00000000000003 107879.13738010652 37359.32181507966
32.99999999999912 101259.73711469969 32340.80912307854
33.99999999999821 95766.45357211682 27669.956241053056
34.9999999999973 90939.95989932914 25632.288590975488
35.99999999999639 86519.00353785156 22894.644434487975
36.99999999999548 82761.51515030756 20705.34439335023
37.99999999999457 79207.83566654411 19033.038419890847
38.99999999999366 76154.03655826916 17041.058294826158
39.99999999999275 73470.76450242121 14849.97660888917
40.99999999999184 71275.3452887667 13390.810754683716
41.99999999999093 69006.90277481568 12767.052032210095
42.999999999990024 67121.16514524096 11047.786431123906
43.999999999989114 65501.998254201695 9681.110492406442
44.999999999988205 64105.27492748014 9153.362258140984
45.999999999987295 62837.91194760298 8643.11332557503
46.999999999986386 61715.64690998343 7725.656692380915
47.99999999998548 60736.47005271948 7055.750834907558
48.99999999998457 59906.051432131324 6354.220908363196
49.99999999998366 59174.34059285786 6139.885283040412
